"","tweet","existence","existence.confidence","cleantweet"
"5061","Climate Change: Dr Rajendra K. Pachauri On How Masturbation Can Save The World|A story of sex, disaster, onanism, .. http://oohja.com/x6vZh",NA,0.656,"Climate Change: Dr Rajendra K. Pachauri On How Masturbation Can Save The World|A story of sex, disaster, onanism, .. http://oohja.com/x6vZh"
"5062","RT @IzzzyGutman: Head of UN climate change panel clocks up half a million miles of air travel ' Telegraph.co.uk http://bit.ly/cs95OE",NA,0.6961,"RT @IzzzyGutman: Head of UN climate change panel clocks up half a million miles of air travel ' Telegraph.co.uk http://bit.ly/cs95OE"
"5063","http://twitpic.com/11n727 - Jersey Shore Global Warming Alert #2","Y",0.3522,"http://twitpic.com/11n727 - Jersey Shore Global Warming Alert #2"
"5064","@kokomoko Global warming/climate change/unicorns are crazy things. Don't try to understand. Your betters will tell you the truth. Trust 'em.","N",0.6674,"@kokomoko Global warming/climate change/unicorns are crazy things. Don't try to understand. Your betters will tell you the truth. Trust 'em."
"5065","Yo, just a note from the great Jersey Shore, we're gettin' a good heap of Global warming at a 1/2 inch an hour. Thanks Al!","N",0.6228,"Yo, just a note from the great Jersey Shore, we're gettin' a good heap of Global warming at a 1/2 inch an hour. Thanks Al!"
"5066",";P  norwegian nobel committee Time Magazine Has a Problem with the Truth about Global Warming ...",NA,1,";P  norwegian nobel committee Time Magazine Has a Problem with the Truth about Global Warming ..."
"5067","@Rochdalian  Maybe it's an ironic by-product of global warming. (The new Southern Snow-Belt)","Y",1,"@Rochdalian  Maybe it's an ironic by-product of global warming. (The new Southern Snow-Belt)"
"5068","@thatsright_95 http://twitpic.com/11n0ql - oh wow! Global warming sure is in full force!","Y",0.4761,"@thatsright_95 http://twitpic.com/11n0ql - oh wow! Global warming sure is in full force!"
"5069","http://twitpic.com/11n0ql - Global warming alert: 1:50 a.m. EST.","Y",0.7127,"http://twitpic.com/11n0ql - Global warming alert: 1:50 a.m. EST."
"5070","@texasps Ma'am...I'm drunk bloggin' the global warming fiasco that is happening as we speak in my backyard. I LOVE SNOW! (climate change)","N",0.3743,"@texasps Ma'am...I'm drunk bloggin' the global warming fiasco that is happening as we speak in my backyard. I LOVE SNOW! (climate change)"
"5071","Free Reading !!! Climate Change loonies ' Standard Examiner Blogs: Still, the letters from tho... http://bit.ly/ca7Z8L mypsychicsonline.inf","N",0.6469,"Free Reading !!! Climate Change loonies ' Standard Examiner Blogs: Still, the letters from tho... http://bit.ly/ca7Z8L mypsychicsonline.inf"
"5072","BYU scientists refute Utah committee's global warming assertations|State lawmakers are finding themselves in an .. http://oohja.com/x6uQM","N",0.6509,"BYU scientists refute Utah committee's global warming assertations|State lawmakers are finding themselves in an .. http://oohja.com/x6uQM"
"5073","@infowars:dont care what they say about climate change its getting warmer fact, storms around world are getting stronger,fact!",NA,0.6483,"@infowars:dont care what they say about climate change its getting warmer fact, storms around world are getting stronger,fact!"
"5074","@oxchris the snow should be blamed on global warming.. I mean global cooling.. I mean.. Oh you know.. It's all bull anyway!","N",1,"@oxchris the snow should be blamed on global warming.. I mean global cooling.. I mean.. Oh you know.. It's all bull anyway!"
"5075","Snow? IN JANUARY??? I thought with global warming I was all set, but looks like I will have to go back to the double shorts setup.","N",0.6698,"Snow? IN JANUARY??? I thought with global warming I was all set, but looks like I will have to go back to the double shorts setup."
"5076","SEC Recognizes Climate Change as Material Business Risk http://url4.eu/1KCv5","Y",1,"SEC Recognizes Climate Change as Material Business Risk http://url4.eu/1KCv5"
"5077","SEC Recognizes Climate Change as Material Business Risk http://url4.eu/1KCuu",NA,1,"SEC Recognizes Climate Change as Material Business Risk http://url4.eu/1KCuu"
"5078","SEC Recognizes Climate Change as Material Business Risk http://bit.ly/aXTBYB","Y",0.6668,"SEC Recognizes Climate Change as Material Business Risk http://bit.ly/aXTBYB"
"5079","SEC Recognizes Climate Change as Material Business Risk http://bit.ly/aXTBYB","Y",1,"SEC Recognizes Climate Change as Material Business Risk http://bit.ly/aXTBYB"
"5080","RT @Lib_Berated: EPA can't finish their report on Global Warming because it was there is too much snow to go to work.//ROFLMFAO!!","Y",0.6978,"RT @Lib_Berated: EPA can't finish their report on Global Warming because it was there is too much snow to go to work.//ROFLMFAO!!"
"5081","EPA can't finish their report on Global Warming because it was there is too much snow to go to work.","Y",0.6231,"EPA can't finish their report on Global Warming because it was there is too much snow to go to work."
"5082","RT @wsmco: should tie a liberal global warming scum to front of every snowplow in dc. and drag morons who voted for them behind it.","N",1,"RT @wsmco: should tie a liberal global warming scum to front of every snowplow in dc. and drag morons who voted for them behind it."
"5083","should tie a liberal global warming scum to front of every snowplow in dc. and drag morons who voted for them behind it.","N",1,"should tie a liberal global warming scum to front of every snowplow in dc. and drag morons who voted for them behind it."
"5084","Climate Change: The Great Unraveling ..  http://americanperspective.org/climate-change-great-unraveling.html","N",0.6689,"Climate Change: The Great Unraveling ..  http://americanperspective.org/climate-change-great-unraveling.html"
"5085","Economics Must Align with Climate Change http://bit.ly/boCsqs #energy","Y",1,"Economics Must Align with Climate Change http://bit.ly/boCsqs #energy"
"5086","Global warming is killing Canadian wolverine http://bmpost.com/8751","Y",1,"Global warming is killing Canadian wolverine http://bmpost.com/8751"
"5087","@Token12ga That's just wrong! As I told @underdad, who lives in Hawaii, weatherboarding is a climate change offense! @onetokenblack","Y",0.6722,"@Token12ga That's just wrong! As I told @underdad, who lives in Hawaii, weatherboarding is a climate change offense! @onetokenblack"
"5088","Is climate change hiding the decline of maple syrup? http://bit.ly/c8lMYl","Y",0.6531,"Is climate change hiding the decline of maple syrup? http://bit.ly/c8lMYl"
"5089","gop still doesn't comprehend diff btw weather & climate: rt @GottaLaff VA GOP uses blizzard to lie about climate change http://bit.ly/9KCedz","Y",1,"gop still doesn't comprehend diff btw weather & climate: rt @GottaLaff VA GOP uses blizzard to lie about climate change http://bit.ly/9KCedz"
"5090","RT @Kennedy_School: New York Times' Andrew Revkin, AU's Matthew Nisbet, Urge Better Communication on Climate Change: http://bit.ly/csYeJ3",NA,1,"RT @Kennedy_School: New York Times' Andrew Revkin, AU's Matthew Nisbet, Urge Better Communication on Climate Change: http://bit.ly/csYeJ3"
"5091","Arctic climate changing faster than expected  (Reuters): Reuters - Climate change is transforming the Arctic e... http://bit.ly/d8Sx0D","Y",1,"Arctic climate changing faster than expected  (Reuters): Reuters - Climate change is transforming the Arctic e... http://bit.ly/d8Sx0D"
"5092","global warming put off until July!","N",0.634,"global warming put off until July!"
"5093","Check out the Most popular GPS Video: Educational Video on the Environment, Global Warming & Poverty - you watch it now http://bit.ly/6SExFi","Y",0.6402,"Check out the Most popular GPS Video: Educational Video on the Environment, Global Warming & Poverty - you watch it now http://bit.ly/6SExFi"
"5094","India Ditches UN Climate Change Group http://bit.ly/aoccoR",NA,0.6888,"India Ditches UN Climate Change Group http://bit.ly/aoccoR"
"5095","Prince Charles On Climate Change: Global Warming Skeptics Are All Liars http://bit.ly/bHljEQ","Y",0.6025,"Prince Charles On Climate Change: Global Warming Skeptics Are All Liars http://bit.ly/bHljEQ"
"5096","Conference on Food Security and Climate Change Releases ... http://bit.ly/ale43O",NA,1,"Conference on Food Security and Climate Change Releases ... http://bit.ly/ale43O"
"5097","On @Slashdot : India Ditches UN Climate Change Group http://jyspq.tk",NA,1,"On @Slashdot : India Ditches UN Climate Change Group http://jyspq.tk"
"5098","Prince Charles On Climate Change: Global Warming Skeptics Are All Liars http://bit.ly/dmKIml","Y",1,"Prince Charles On Climate Change: Global Warming Skeptics Are All Liars http://bit.ly/dmKIml"
"5099","The British public has become increasingly sceptical about #climate change (BBC) http://bit.ly/cWReJl via @Flipbooks #News","N",1,"The British public has become increasingly sceptical about #climate change (BBC) http://bit.ly/cWReJl via @Flipbooks #News"
"5100","global warming http://bit.ly/dxIaFb ;P Study Says Arctic Ice Melt to Cost Global Economy $2.4 Trillion","Y",0.6858,"global warming http://bit.ly/dxIaFb ;P Study Says Arctic Ice Melt to Cost Global Economy $2.4 Trillion"
"5101","RT @TelegraphNews Climate change: always room for doubt  http://bit.ly/bvCi6g",NA,0.6602,"RT @TelegraphNews Climate change: always room for doubt  http://bit.ly/bvCi6g"
"5102","Important video to watch - Laurie Davids Green Guide to Stop Global Warming http://bit.ly/5xA0tB #globalwarning #green #eco #climatechange","Y",1,"Important video to watch - Laurie Davids Green Guide to Stop Global Warming http://bit.ly/5xA0tB #globalwarning #green #eco #climatechange"
"5103","""Climate Change Fraud - India forms new climate change body"" http://tinyurl.com/ybdeqkk","N",0.6682,"""Climate Change Fraud - India forms new climate change body"" http://tinyurl.com/ybdeqkk"
"5104","RT @DefendGlenn: ""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot #p2 #gop #teaparty","N",1,"RT @DefendGlenn: ""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot #p2 #gop #teaparty"
"5105","Global Warming-Time To Act | Video Search Engine Fooooo: NTDTV Global Chinese Dance Competition i. 07:04. Notewort... http://bit.ly/dauPuA",NA,0.667,"Global Warming-Time To Act | Video Search Engine Fooooo: NTDTV Global Chinese Dance Competition i. 07:04. Notewort... http://bit.ly/dauPuA"
"5106","""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot #p2 #gop #teaparty","N",1,"""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot #p2 #gop #teaparty"
"5107","Deforestation can increase the global warming impacts on the earth http://tinyurl.com/yf2np2u","Y",1,"Deforestation can increase the global warming impacts on the earth http://tinyurl.com/yf2np2u"
"5108","gridlock Facts brushed over by global warming fanatics  :O","N",0.5288,"gridlock Facts brushed over by global warming fanatics  :O"
"5109","Wolverine No Match for Climate Change:  Forget polar bears or penguins.  The charismatic megafauna suffering most ... http://bit.ly/dn0Vbg","Y",1,"Wolverine No Match for Climate Change:  Forget polar bears or penguins.  The charismatic megafauna suffering most ... http://bit.ly/dn0Vbg"
"5110","If climate aid won't be additional, harder to imagine a true global carbon deal. Warming becomes one more global development problem","Y",0.6876,"If climate aid won't be additional, harder to imagine a true global carbon deal. Warming becomes one more global development problem"
"5111","Brilliant. RT @StephenAtHome I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist","N",1,"Brilliant. RT @StephenAtHome I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist"
"5112","RT @AllConcern: #enviroment: Traditional Indigenous Knowledge & Global Warming ' Stephen Leahy ... http://bit.ly/9b9Ofj","Y",0.6723,"RT @AllConcern: #enviroment: Traditional Indigenous Knowledge & Global Warming ' Stephen Leahy ... http://bit.ly/9b9Ofj"
"5113","Global Warming Activist Freezes to Death in Antarctica http://tinyurl.com/gf3ud #tcot","N",0.6839,"Global Warming Activist Freezes to Death in Antarctica http://tinyurl.com/gf3ud #tcot"
"5114","I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist /via @StephenAtHome","N",1,"I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist /via @StephenAtHome"
"5115","@GregWHoward Another MSM driven scientific panic. Sounds a lot like global warming.","N",0.6518,"@GregWHoward Another MSM driven scientific panic. Sounds a lot like global warming."
"5116","FRIDAY AFTERNOON IGNORANCE-OFF: Virginia GOP (snow means no global warming!) vs. Tea Party speaker (diversity is evil!) http://p-bu.mp/83l","Y",0.6717,"FRIDAY AFTERNOON IGNORANCE-OFF: Virginia GOP (snow means no global warming!) vs. Tea Party speaker (diversity is evil!) http://p-bu.mp/83l"
"5117","Examining global warming on a Grand Valley level|The issue of global warming has been a topic of hot debate for .. http://oohja.com/x6t1E",NA,0.6868,"Examining global warming on a Grand Valley level|The issue of global warming has been a topic of hot debate for .. http://oohja.com/x6t1E"
"5118","http://bit.ly/10NrOO Energy and Global Warming News for February 5: How activists took ... http://bit.ly/dthmq9",NA,0.6596,"http://bit.ly/10NrOO Energy and Global Warming News for February 5: How activists took ... http://bit.ly/dthmq9"
"5119","New facility expected to clarify ecosystem responses to climate change|( DOE/Oak Ridge National Laboratory ) .. http://oohja.com/x6t0p","Y",1,"New facility expected to clarify ecosystem responses to climate change|( DOE/Oak Ridge National Laboratory ) .. http://oohja.com/x6t0p"
"5120","Certainty on the Science of Climate Change: 'A wait-and-see policy,' on climate change, observed Center for Americ... http://bit.ly/crQW9x","Y",1,"Certainty on the Science of Climate Change: 'A wait-and-see policy,' on climate change, observed Center for Americ... http://bit.ly/crQW9x"
